Console,GameName,Review,Score
PS2,CART Fury Championship Racing,Mediocre,5
PS,MLB 2002,Great,8
GBC,X-Men: Wolverine's Rage,Mediocre,5
GBC,Spider-Man 2: The Sinister Six,Fair,6
GBC,Shrek: Fairy Tale Freakdown,Poor,4
PS,Boxing,Mediocre,5
PS,Bowling,Terrible,2
PC,Alone in the Dark: The New Nightmare,Mediocre,5
GBC,Pok&#233mon Crystal,Great,8
PC,Anarchy Online,Good,7
PC,Legends of Might and Magic,Mediocre,5
DC,Alien Front Online,Good,7
PC,Baldur's Gate II: Throne of Bhaal,Great,8
DC,Stupid Invaders,Fair,6
DC,Outtrigger,Good,7
PS2,MX 2002 Featuring Ricky Carmichael,Good,7
PS,WarJetz,Poor,4
PS2,WarJetz,Fair,6
DC,18 Wheeler American Pro Trucker,Fair,6
DC,Razor Freestyle Scooter,Fair,6
PC,The Corporate Machine,Great,8
PS2,Fur Fighters: Viggo's Revenge,Good,7
GBA,Top Gear GT Championship,Mediocre,5
GBA,Tweety & The Magic Gems,Bad,3
PS2,NASCAR Heat 2002,Good,7
PC,Empire of the Ants,Mediocre,5
PS,Who Wants To Be A Millionaire Third Edition,Poor,4
PS2,Rune: Viking Warlord,Poor,4
GBA,Jurassic Park III: The DNA Factor,Bad,3
GBA,Pac-Man Collection,Great,8
PS2,Rugby 2002,Fair,6
PC,Rules of the Game,Mediocre,5
PS2,NCAA Football 2002,Great,8
GBC,Tomb Raider: Curse of the Sword,Good,7
PC,Eurofighter Typhoon,Fair,6
GBA,Hot Potato!,Good,7
PS,NFL GameDay 2002,Great,8
NEO,The King of Fighters 2000,Good,7
DC,Atari Anniversary Edition,Poor,4
PS,Digimon Digital Card Battle,Mediocre,5
PC,Front Office Football: The College Years,Great,8
PC,Monopoly Casino: Vegas Edition,Fair,6
DC,The Last Blade 2: Heart of the Samurai,Great,8
PS2,Dark Angel: Vampire Apocalypse,Bad,3
PC,Shogun: Total War Warlord Edition,Great,8
N64,Tony Hawk's Pro Skater 2,Superb,9
PC,Dragonriders: Chronicles of Pern,Poor,4
PC,Conquest: Frontier Wars,Great,8
GBA,Mario Kart Super Circuit,Great,8
PC,RoboForge,Good,7
PS2,Test Drive Off-Road Wide Open,Good,7
PC,Far Gate,Fair,6
PC,Primal Prey,Bad,3
PS2,Armored Core 2: Another Age,Great,8
DC,World Series Baseball 2K2,Good,7
PS2,Extreme-G 3,Great,8
PC,Shattered Galaxy,Great,8
PS2,Dave Mirra Freestyle BMX 2,Good,7
PS2,Madden NFL 2002,Superb,9
PS,Madden NFL 2002,Superb,9
PS,Saiyuki: Journey West,Great,8
GBC,WWF Betrayal,Poor,4
PS2,NFL Quarterback Club 2002,Good,7
DC,NCAA College Football 2K2,Great,8
PS2,Gallop Racer 2001,Mediocre,5
PS2,Gadget Racers,Good,7
DC,Death Crimson OX,Poor,4
GBA,Tang Tang,Poor,4
DC,Sega Bass Fishing 2,Great,8
PC,Baseball Mogul 2002,Good,7
GBA,ESPN Final Round Golf 2002,Fair,6
PC,Lightweight Ninja,Bad,3
PC,Akimbo: Kung-Fu Hero,Terrible,2
PC,MTV Total Request Live Trivia,Poor,4
PC,Road to India: Between Hell and Nirvana,Good,7
PC,Squad Battles: Vietnam,Good,7
DC,Alone in the Dark: The New Nightmare,Fair,6
PC,Pool of Radiance: Ruins of Myth Drannor,Fair,6
PC,Throne of Darkness,Good,7
DC,Mat Hoffman's Pro BMX,Good,7
PS2,Kessen II,Good,7
GBA,High Heat Baseball 2002,Fair,6
PS2,F1 2001,Great,8
PC,Real War,Bad,3
DC,Heavy Metal: Geomatrix,Bad,3
DC,Ooga Booga,Good,7
PS2,Monster Rancher 3,Great,8
GBA,ESPN X Games Skateboarding,Fair,6
GBA,Spider-Man: Mysterio's Menace,Great,8
GBA,F-14 Tomcat,Good,7
PC,Open Kart,Fair,6
PS2,Yanya Caballista: City Skater,Poor,4
PC,Rails Across America,Good,7
PS2,Spy Hunter,Good,7
PS2,Batman: Vengeance,Good,7
PS2,Kinetica,Good,7
PS2,Time Crisis II,Good,7
PC,Sub Command,Great,8
PC,The Weakest Link,Poor,4
PS2,Silent Scope 2: Dark Silhouette,Mediocre,5
PS2,The Mummy Returns,Fair,6
PS2,BASS Strike,Mediocre,5
PS,One Piece Mansion,Good,7
DC,NFL 2K2,Superb,9
PS2,NHL Hitz 2002,Fair,6
PS2,NHL 2002,Great,8
PC,Ultimate Ride,Good,7
PS2,Paris-Dakar Rally,Terrible,2
PS,Tales of Destiny II,Good,7
PS,Dance Dance Revolution Disney Mix,Fair,6
PC,Zax: The Alien Hunter,Good,7
GBA,NFL Blitz 2002,Terrible,2
PC,Jack Orlando: A Cinematic Adventure,Fair,6
PC,The Sims: Hot Date,Great,8
PS2,Stunt GP,Mediocre,5
PC,Project Eden,Good,7
PS2,Project Eden,Good,7
PS2,James Bond in Agent Under Fire,Fair,6
PS2,Supercar Street Challenge,Mediocre,5
PC,Supercar Street Challenge,Bad,3
PC,Empire Earth,Good,7
PC,Dark Age of Camelot,Superb,9
PC,Ballistics,Fair,6
PS2,Ace Combat 04: Shattered Skies,Great,8
PC,Civilization III,Superb,9
XBOX,Tony Hawk's Pro Skater 2x,Good,7
GC,All-Star Baseball 2002,Fair,6
PC,4X4 EVO 2,Good,7
DC,Bomberman Online,Fair,6
XBOX,NFL Fever 2002,Good,7
XBOX,Fuzion Frenzy,Fair,6
XBOX,Project Gotham Racing,Great,8
PC,Flight Simulator 2002,Superb,9
PS2,Crash Bandicoot: The Wrath of Cortex,Fair,6
XBOX,NASCAR Heat 2002,Good,7
GBA,Lady Sia,Great,8
PS2,Shaun Palmer's Pro Snowboarder,Good,7
PS,Tony Hawk's Pro Skater 3,Superb,9
N64,Madden NFL 2002,Superb,9
XBOX,Madden NFL 2002,Great,8
GC,Madden NFL 2002,Great,8
PS2,Dark Summit,Good,7
XBOX,Dark Summit,Good,7
PS2,Splashdown,Good,7
PS2,Smuggler's Run 2: Hostile Territory,Great,8
GC,Wave Race: Blue Storm,Great,8
GC,Luigi's Mansion,Good,7
PS,Syphon Filter 3,Fair,6
PS2,MXRider,Good,7
GC,Super Monkey Ball,Great,8
DC,NBA 2K2,Superb,9
XBOX,NHL Hitz 2002,Good,7
PC,Silent Hunter II,Fair,6
PC,Mystery of the Druids,Poor,4
PS2,Top Gun: Combat Zones,Fair,6
PC,World War III: Black Gold,Great,8
XBOX,NASCAR Thunder 2002,Great,8
PS2,NBA Live 2002,Good,7
XBOX,NBA Live 2002,Good,7
PC,Patrician II,Good,7
PS,Zoboomafoo: Leapin' Lemurs,Bad,3
PS2,Burnout,Great,8
PC,Schizm,Good,7
PS2,Giants: Citizen Kabuto,Great,8
PC,Soul Reaver 2,Great,8
XBOX,Max Payne,Superb,9
GBA,Mat Hoffman's Pro BMX,Great,8
PS2,Namco Museum,Fair,6
PC,IL-2 Sturmovik,Superb,9
GBA,Super Bust-A-Move,Great,8
PC,Screamer 4x4,Good,7
PC,AquaNox,Fair,6
XBOX,Test Drive Off-Road Wide Open,Fair,6
XBOX,F1 2001,Great,8
PS2,Shadow Hearts,Good,7
PC,Battlecruiser Millennium,Fair,6
GC,SSX Tricky,Great,8
XBOX,SSX Tricky,Great,8
PC,Star Wars Galactic Battlegrounds,Great,8
GC,Extreme-G 3,Great,8
XBOX,Azurik: Rise of Perathia,Mediocre,5
XBOX,Amped: Freestyle Snowboarding,Fair,6
PS2,Driven,Terrible,2
GBA,Driven,Good,7
PC,Frank Herbert's Dune,Bad,3
GC,Dave Mirra Freestyle BMX 2,Fair,6
GBA,Dave Mirra Freestyle BMX 2,Superb,9
PC,EverQuest: The Shadows of Luclin,Great,8
XBOX,Star Wars Starfighter: Special Edition,Good,7
XBOX,Mad Dash Racing,Good,7
GBA,BackTrack,Bad,3
PC,Etherlords,Great,8
PS2,Frequency,Great,8
PS2,Jeremy McGrath Supercross World,Terrible,2
GBA,Harry Potter and the Sorcerer's Stone,Mediocre,5
PS2,Dynasty Warriors 3,Good,7
PS2,NFL 2K2,Superb,9
PS2,Jade Cocoon 2,Great,8
PC,Gorasul: Legacy of the Dragon,Fair,6
GBA,Spyro: Season of Ice,Good,7
GC,NHL Hitz 2002,Good,7
XBOX,NHL 2002,Great,8
XBOX,The Simpsons Road Rage,Fair,6
XBOX,Arctic Thunder,Poor,4
XBOX,Transworld Surf,Great,8
PS2,Wave Rally,Fair,6
PC,Comanche 4,Good,7
PS2,NFL GameDay 2002,Fair,6
PS,FIFA 2002,Great,8
PC,Europa Universalis II,Great,8
PS2,ESPN NFL Primetime 2002,Mediocre,5
PC,Kohan: Ahriman's Gift,Good,7
PS2,Sunny Garcia Surfing,Mediocre,5
GC,Disney's Tarzan Untamed,Fair,6
PC,Rally Trophy,Great,8
PC,Survivor,Terrible,2
PC,S.W.I.N.E.,Good,7
PC,Capitalism II,Great,8
PC,Secret Service: In Harm's Way,Fair,6
PC,Takeda,Mediocre,5
PC,Monster Truck Rumble,Bad,3
GBA,American Bass Challenge,Fair,6
GBA,Great Outdoor Games Bass 2002,Fair,6
PS,Hoshigami: Ruining Blue Earth,Good,7
XBOX,Star Wars: Obi-Wan,Poor,4
PC,Disciples II: Dark Prophecy,Great,8
PC,Star Wars Starfighter,Fair,6
PC,Black & White: Creature Isle,Great,8
PS2,Star Trek: Voyager Elite Force,Fair,6
XBOX,MX 2002 Featuring Ricky Carmichael,Good,7
PC,Fighting Legends,Poor,4
PS2,Tsugunai: Atonement,Poor,4
XBOX,Nightcaster,Fair,6
PS2,Wizardry: Tale of the Forsaken Land,Great,8
GBA,Shaun Palmer's Pro Snowboarder,Good,7
XBOX,Wreckless: The Yakuza Missions,Fair,6
GBC,Mega Man Xtreme 2,Good,7
GC,NBA Courtside 2002,Good,7
XBOX,Bloodwake,Good,7
PC,Lineage: The Blood Pledge,Mediocre,5
GC,Cel Damage,Mediocre,5
GC,Quarterback Club 2002,Mediocre,5
XBOX,NFL 2K2,Superb,9
PS2,NBA 2K2,Superb,9
GBA,Monster Rancher Advance,Great,8
PS2,AirBlade,Good,7
PS2,ESPN International Winter Sports 2002,Mediocre,5
PS2,Rez,Good,7
PS2,Mobile Suit Gundam: Zeonic Front,Fair,6
GBA,Prehistorik Man,Fair,6
PS2,Dragon Rage,Poor,4
PS2,GoDai: Elemental Force,Bad,3
GC,Universal Studios Theme Park Adventure,Bad,3
GC,FIFA 2002,Great,8
PS2,Jonny Moseley Mad Trix,Terrible,2
XBOX,ESPN NFL Prime Time 2002,Poor,4
GBA,Tekken Advance,Great,8
GBA,Boxing Fever,Fair,6
PC,Master Rallye,Good,7
PS2,ESPN Winter X-Games Snowboarding 2002,Fair,6
PC,Dig Dug: Deeper,Poor,4
PS,Monsters; Inc. Scream Team,Mediocre,5
GBA,Phalanx,Good,7
GBA,Mech Platoon,Great,8
PC,Serious Sam: The Second Encounter,Superb,9
PC,Starships Unlimited: Divided Galaxies,Great,8
PC,La Grande Armee at Austerlitz,Good,7
GBA,Powerpuff Girls: Mojo Jojo-A-Go-Go,Fair,6
GBA,Mortal Kombat Advance,Terrible,2
XBOX,NBA Inside Drive 2002,Fair,6
PC,Car Tycoon,Mediocre,5
PS,Gunfighter: The Legend of Jesse James,Poor,4
PC,Cabela's Off-Road Adventure 2,Good,7
GBA,Planet Monsters,Mediocre,5
PS2,MotoGP 2,Great,8
PC,Tropico: Paradise Island,Great,8
PS2,Pirates: The Legend of Black Kat,Good,7
XBOX,New Legends,Good,7
PC,Destroyer Command,Terrible,2
PS2,Maximo: Ghosts to Glory,Good,7
GC,18 Wheeler: American Pro Trucker,Poor,4
GC,NBA Street,Great,8
PS2,Gitaroo-Man,Great,8
XBOX,UFC: Tapout,Great,8
PS2,Forever Kingdom,Fair,6
XBOX,Circus Maximus,Fair,6
XBOX,Jet Set Radio Future,Great,8
GBA,Tony Hawk's Pro Skater 3,Superb,9
GC,Dark Summit,Good,7
PS2,Star Wars Racer Revenge,Good,7
GC,Jeremy McGrath Supercross World,Terrible,2
XBOX,NBA 2K2,Great,8
DC,NHL 2K2,Great,8
XBOX,ESPN International Winter Sports 2002,Poor,4
PC,Salt Lake 2002,Fair,6
GBA,Super Mario World: Super Mario Advance 2,Superb,9
PS2,Eve of Extinction,Fair,6
PS2,Fatal Frame,Good,7
PC,Mimesis Online,Bad,3
PC,Moto Racer 3,Good,7
PS2,ESPN NBA 2Night 2002,Mediocre,5
XBOX,ESPN Winter X-Games Snowboarding 2002,Fair,6
PC,Tiger Woods PGA Tour 2002,Great,8
PS2,Tiger Woods PGA Tour 2002,Great,8
PS2,High Heat Baseball 2003,Great,8
GBA,NBA Jam 2002,Good,7
PS2,Pac-Man World 2,Great,8
PC,Trainz,Great,8
PC,Druuna: Morbus Gravis,Terrible,2
PS2,World Tour Soccer 2002,Great,8
PC,Mall Tycoon,Poor,4
GBA,Columns Crown,Fair,6
PC,NASCAR Racing 2002 Season,Great,8
PS2,Knockout Kings 2002,Great,8
XBOX,Knockout Kings 2002,Great,8
GBA,Puyo Pop,Great,8
PC,Shadow Force: Razor Unit,Poor,4
GBA,Tom Clancy's Rainbow Six: Rogue Spear,Good,7
PC,The Sims: Vacation,Great,8
PC,Grandia II,Good,7
PS2,Sled Storm,Good,7
PC,Ultima Online: Lord Blackthorn's Revenge,Fair,6
GBA,Mike Tyson Boxing,Bad,3
PC,Star Trek Bridge Commander,Great,8
XBOX,Pirates: The Legend of Black Kat,Good,7
XBOX,Agent Under Fire,Fair,6
PC,Warrior Kings,Good,7
GBA,MotoGP,Good,7
PS2,Herdy Gerdy,Fair,6
PC,Global Operations,Great,8
PS2,Triple Play 2002,Great,8
XBOX,Triple Play 2002,Great,8
PS2,Virtua Fighter 4,Superb,9
PS2,WTA Tour Tennis,Fair,6
PC,Heroes of Might and Magic IV,Great,8
PS2,Hot Shots Golf 3,Good,7
XBOX,Blood Omen 2 (Xbox),Good,7
XBOX,Crash Bandicoot: The Wrath of Cortex,Fair,6
GBA,Dark Arena,Fair,6
GC,Spy Hunter,Fair,6
PC,Tom Clancy's Ghost Recon: Desert Siege,Great,8
GC,Driven,Fair,6
PC,Tony Hawk's Pro Skater 3,Superb,9
PC,Jedi Knight II: Jedi Outcast,Superb,9
PS2,Savage Skies,Mediocre,5
GC,NBA 2K2,Great,8
PS2,Shadow Man 2econd Coming,Fair,6
GBA,Zone of the Enders: The Fist of Mars,Good,7
PC,Might and Magic IX,Fair,6
PC,Hitchcock: The Final Cut,Mediocre,5
GBA,High Heat Major League Baseball 2003,Fair,6
XBOX,NFL Blitz 2002,Great,8
GC,NFL Blitz 2002,Great,8
PC,Warlords Battlecry II,Great,8
GC,Bloody Roar: Primal Fury,Good,7
GC,Home Run King,Good,7
PS2,Star Wars: Jedi Starfighter,Good,7
PS2,Army Men: RTS,Good,7
PS2,Smash Court Tennis Pro Tournament,Good,7
GBA,Motocross Maniacs Advance,Fair,6
GBA,Konami Collector's Series: Arcade Advanced,Great,8
PC,Dark Planet: Battle for Natrolis,Mediocre,5
GC,Sega Soccer Slam,Great,8
GC,All-Star Baseball 2003,Great,8
XBOX,All-Star Baseball 2003,Great,8
PC,SuperPower,Poor,4
PS2,Mr. Mosquito,Fair,6
PS2,Mad Maestro!,Fair,6
GBA,Baseball Advance,Great,8
PC,Real Pool 2,Mediocre,5
PS2,World Rally Championship,Great,8
PC,Out of the Park Baseball 4,Great,8
GBA,Wolfenstein 3D,Mediocre,5
GBA,The Three Stooges,Mediocre,5
PS2,The Operative: No One Lives Forever,Poor,4
GC,Donald Duck: Goin' Quackers,Fair,6
XBOX,Gauntlet Dark Legacy,Mediocre,5
PS2,King's Field: The Ancient City,Fair,6
PC,Factory Mogul,Fair,6
PS2,Tetris Worlds,Bad,3
PC,Die Hard: Nakatomi Plaza,Mediocre,5
PS2,TransWorld Surf,Good,7
GC,Spider-Man: The Movie,Good,7
PC,Spider-Man: The Movie PC,Good,7
GBA,Spider-Man: The Movie,Good,7
GC,Burnout,Good,7
XBOX,Burnout,Good,7
GBA,The Scorpion King: Sword of Osiris,Great,8
PS,Rayman Rush,Mediocre,5
GBA,Breath of Fire II,Good,7
PC,Season Ticket Baseball 2003,Great,8
PC,Tactical Ops: Assault on Terror,Fair,6
XBOX,2002 FIFA World Cup,Great,8
PC,WWII: Desert Rats,Good,7
GBA,Star X,Fair,6
PC,Ultimate Ride Coaster Deluxe,Good,7
PS2,K-1 World Grand Prix 2001,Great,8
GBA,Ice Age,Bad,3
GBA,Blender Bros.,Good,7
PS,Dance Dance Revolution Konamix,Fair,6
PC,BCT Commander,Good,7
PC,Hired Team: Trial Gold,Bad,3
XBOX,MotoGP,Great,8
PS2,Headhunter,Good,7
PC,Warbirds III,Great,8
XBOX,Jedi Starfighter,Good,7
PS2,Aggressive Inline,Great,8
XBOX,Smashing Drive,Bad,3
PC,Ski Park Manager,Mediocre,5
PS2,Britney's Dance Beat,Fair,6
PC,Atari Revival,Mediocre,5
PS,2002 FIFA World Cup,Fair,6
PC,Combat Medic: Special Ops,Poor,4
PS2,Top Angler,Poor,4
PC,R/C Helicopter Indoor Flight Simulation,Poor,4
PS2,Wipeout Fusion,Good,7
PS2,Legion: Legend of Excalibur,Bad,3
PS2,Space Race Ps2,Mediocre,5
PC,The Watchmaker,Fair,6
PS2,Dropship: United Peace Force,Good,7
PC,Gore: Ultimate Soldier,Fair,6
PC,Le Mans 24 Hours,Fair,6
GBA,WTA Tour Tennis,Fair,6
PS2,Sky Gunner,Good,7
PS2,Stitch: Experiment 626,Mediocre,5
PS2,Shifters,Bad,3
GC,Lost Kingdoms,Good,7
GC,Bomberman Generation,Great,8
PS2,Freekstyle,Great,8
GBA,Punch King,Fair,6
PC,Pac-Man All-Stars,Mediocre,5
PS2,Lethal Skies Elite Pilot: Team SW,Great,8
GC,RedCard 2003,Good,7
XBOX,RedCard 2003,Good,7
PC,Jazz and Faust,Poor,4
GBA,Dinotopia: The Timestone Pirates,Mediocre,5
PS2,Monster Jam: Maximum Destruction,Poor,4
PC,Baseball Mogul 2003,Fair,6
PS2,F1 2002,Great,8
PC,F1 2002,Great,8
PS2,Fire Blade,Good,7
PC,The Sum of All Fears,Good,7
GBA,Frogger Advance: The Great Quest,Poor,4
PS,Power Play Sports Trivia PsX,Poor,4
PS2,MX Superfly,Good,7
GC,MX Superfly,Good,7
PC,Elite Forces: Navy SEALs,Bad,3
GBA,Earthworm Jim 2,Terrible,2
PC,Extreme Paintbrawl 4,Terrible,2
PC,Hyperspace Delivery Boy!,Good,7
PS,C-12: Final Resistance,Mediocre,5
PS2,Downforce,Good,7
XBOX,Tetris Worlds,Mediocre,5
XBOX,Bruce Lee: Quest of the Dragon,Bad,3
GC,Ultimate Fighting Championship: Throwdown,Good,7
PS2,Tom and Jerry: War of the Whiskers,Fair,6
XBOX,Totaled!,Bad,3
GBC,Resident Evil Gaiden,Mediocre,5
GBA,The Pinball of the Dead,Great,8
PS2,Mike Tyson Heavyweight Boxing,Terrible,2
XBOX,David Beckham Soccer,Good,7
XBOX,Aggressive Inline,Great,8
GBA,All-Star Baseball 2003,Good,7
XBOX,NFL Fever 2003,Good,7
PC,PureSim Baseball,Good,7
PS,Lilo and Stitch,Bad,3
PC,Tsunami 2265,Terrible,2
PC,Airborne Assault: Red Devils over Arnhem,Great,8
PS2,NCAA Football 2003,Great,8
GC,NCAA Football 2003,Great,8
GBA,GT Advance 2: Rally Racing,Great,8
PC,Austerlitz: Napoleon's Greatest Victory,Great,8
PC,Soccer Mania,Poor,4
PS2,Lego Soccer Mania,Mediocre,5
PC,Strategic Command: European Theater,Good,7
PS2,Romance of the Three Kingdoms VII,Good,7
PC,The Elder Scrolls III: Tribunal,Good,7
XBOX,Buffy the Vampire Slayer,Great,8
PC,Medal of Honor Allied Assault: Spearhead,Great,8
PS2,The Thing,Great,8
PC,U.S. Special Forces: Team Factor,Poor,4
PC,Earth & Beyond,Fair,6
PS,Capcom Vs. SNK Pro: Millennium Fight 2000,Fair,6
PC,Project: Nomads,Fair,6
PS,Stuart Little 2,Mediocre,5
GC,Disney's Magical Mirror Starring Mickey Mouse,Poor,4
PS2,Mat Hoffman's Pro BMX 2,Good,7
XBOX,Mat Hoffman's Pro BMX 2,Good,7
GBA,Mat Hoffman's Pro BMX 2,Great,8
PC,Celtic Kings: Rage of War,Great,8
XBOX,NFL 2K3,Superb,9
XBOX,Madden NFL 2003,Great,8
GC,Madden NFL 2003,Great,8
PC,Madden NFL 2003,Superb,9
PC,Icewind Dale II,Great,8
GC,Smuggler's Run: Warzones,Good,7
PC,MoonBase Commander,Great,8
GC,Beach Spikers,Great,8
PC,Real War: Rogue States,Poor,4
PC,Empire Earth: The Art of Conquest Expansion,Mediocre,5
XBOX,NFL Blitz 2003,Great,8
PS2,NFL Blitz 2003,Great,8
PS2,NCAA GameBreaker 2003,Mediocre,5
PS2,NFL GameDay 2003,Fair,6
GBA,XXX,Poor,4
PC,US Open 2002,Fair,6
PC,Michael Schumacher Racing World Kart 2002,Mediocre,5
PC,Gladiators of Rome,Fair,6
PC,Port Royale,Great,8
GBA,Jet Grind Radio,Good,7
PC,Age of Mythology: The Titans,Great,8
GBA,Stuntman,Good,7
GBA,Shining Soul,Mediocre,5
PC,Warlords IV: Heroes of Etheria,Great,8
PS2,Chaos Legion,Mediocre,5
PS2,NHL Hitz Pro,Great,8
GC,Buffy the Vampire Slayer: Chaos Bleeds,Great,8
GC,Batman: Rise of Sin Tzu,Good,7
GBA,Disney's Extreme Skate Adventure,Fair,6
GC,Frogger's Adventures: The Rescue,Fair,6
PS2,Frogger's Adventures: The Rescue,Fair,6
PC,Rugby 2004,Poor,4
NGE,Red Faction,Bad,3
GBA,Mission: Impossible: Operation Surma,Mediocre,5
XBOX,Star Trek: Shattered Universe,Poor,4
PC,Battle Engine Aquila,Fair,6
PC,FirePower for Microsoft Combat Flight Simulator 3,Great,8
XBOX,Max Payne 2: The Fall of Max Payne,Great,8
XBOX,I-Ninja,Good,7
GBA,King of Fighters EX2: Howling Blood,Great,8
PS2,Pitfall: The Lost Expedition,Good,7
PS2,LifeLine,Fair,6
PC,Combat Mission: Afrika Korps,Great,8
PS2,Bionicle,Poor,4
XBOX,Bionicle,Poor,4
GBA,James Bond 007: Everything or Nothing,Good,7
GC,Hot Wheels World Race,Fair,6
XBOX,Corvette,Poor,4
PS2,Samurai Jack: The Shadow of Aku,Mediocre,5
XBOX,Tenchu: Return From Darkness,Good,7
PC,Pax Romana,Poor,4
PS2,Romance of the Three Kingdoms IX,Good,7
PC,MVP Baseball 2004,Great,8
PS2,ESPN Major League Baseball,Great,8
PC,A Quiet Weekend in Capri,Poor,4
PS2,Future Tactics: The Uprising,Fair,6
GBA,Yu-Gi-Oh! World Championship Tournament 2004,Fair,6
PC,Total Pro Basketball,Good,7
PC,Beyond the Law: The Third Wave,Bad,3
PC,Out of the Park Baseball 6,Great,8
PC,Echelon: Wind Warriors,Mediocre,5
GC,Tom Clancy's Rainbow Six 3,Fair,6
PC,Crusader Kings,Great,8
XBOX,Army Men: Sarge's War,Mediocre,5
ZOD,Tony Hawk's Pro Skater 4,Good,7
GBA,Classic NES Series: The Legend of Zelda,Good,7
XBOX,Freestyle Street Soccer,Bad,3
MOBI,Tiger Woods PGA Tour 2004,Bad,3
PC,The Suffering,Good,7
NGE,The Sims Bustin' Out,Good,7
XBOX,Shadow Ops: Red Mercury,Fair,6
GBA,Mario vs. Donkey Kong,Great,8
PC,Soldiers: Heroes of World War II,Good,7
PC,Vietnam War: Ho Chi Minh Trail,Mediocre,5
GBA,CT Special Forces 2,Good,7
PS2,Transformers,Good,7
GBA,Sonic Advance 3,Great,8
XBOX,Van Helsing,Fair,6
PS2,MLB SlugFest: Loaded,Good,7
XBOX,MLB SlugFest: Loaded,Good,7
GBA,Crash Bandicoot Purple: Ripto's Rampage,Good,7
GBA,Spyro Orange: The Cortex Conspiracy,Mediocre,5
PS2,Galactic Wrestling: Featuring Ultimate Muscle,Good,7
PC,Missing: Since January,Good,7
MOBI,3D Slam Ping-Pong,Good,7
MOBI,QBz for Prizes,Good,7
PC,Diamond Mind Baseball 9,Good,7
PC,Baseball Mogul 2005,Mediocre,5
MOBI,Dexter's Laboratory Security Alert!,Good,7
PC,NHL Eastside Hockey Manager,Great,8
GC,Street Racing Syndicate,Fair,6
MOBI,Gauntlet,Great,8
GC,Terminator 3: The Redemption,Good,7
XBOX,Terminator 3: The Redemption,Good,7
XBOX,Silent Hill 4: The Room,Good,7
GBA,Madden NFL 2005,Great,8
MOBI,Venus Williams Tennis,Mediocre,5
PC,Chessmaster 10th Edition,Good,7
MOBI,Bush vs. Kerry Boxing,Good,7
MOBI,FlipIt!,Good,7
GBA,Grand Theft Auto Advance,Fair,6
PC,Anarchy Online: Alien Invasion,Good,7
GBA,Classic NES Series: Metroid,Mediocre,5
PS2,Dance Dance Revolution Extreme,Good,7
PC,Pitfall: The Lost Expedition,Good,7
PS2,Headhunter: Redemption,Fair,6
PC,Full Spectrum Warrior,Good,7
PS2,TOCA Race Driver 2: The Ultimate Racing Simulator,Great,8
GBA,F-Zero GP Legend,Great,8
PS2,Ape Escape: Pumped & Primed,Fair,6
PC,Silent Hill 4: The Room,Good,7
PS2,Vietcong: Purple Haze,Poor,4
PS2,Conflict: Vietnam,Fair,6
GC,Second Sight,Good,7
PS2,Forgotten Realms: Demon Stone,Good,7
PS2,Tak 2: The Staff of Dreams,Fair,6
PS2,Yu Yu Hakusho: Dark Tournament,Fair,6
GC,Tiger Woods PGA Tour 2005,Great,8
PS2,Tiger Woods PGA Tour 2005,Great,8
XBOX,Tiger Woods PGA Tour 2005,Great,8
XBOX,Robotech: Invasion,Fair,6
XBOX,Fatal Frame II: Crimson Butterfly Director's Cut,Great,8
MOBI,Robin Hood: Defender of the Crown,Mediocre,5
GBA,Banjo Pilot,Good,7
GBA,Tron 2.0: Killer App,Fair,6
PC,Blitzkrieg: Rolling Thunder,Good,7
GC,Army Men: RTS,Fair,6
MOBI,Midtown Madness 3,Good,7
XBOX,Tork: Prehistoric Punk,Mediocre,5
GBA,Metal Slug Advance,Great,8
GBA,Donkey Kong Country 2,Great,8
PS2,Playboy: The Mansion,Fair,6
XBOX,Playboy: The Mansion,Fair,6
PS2,Gundam Battle Assault 3 featuring Gundam Seed,Poor,4
GBA,The Incredibles,Fair,6
PC,Worldwide Soccer Manager 2005,Great,8
XBOX,Tom Clancy's Ghost Recon 2,Great,8
XBOX,Spyro: A Hero's Tail,Mediocre,5
DS,Tiger Woods PGA Tour,Good,7
XBOX,NCAA March Madness 2005,Good,7
PS2,ESPN College Hoops 2K5,Great,8
PC,Return to Mysterious Island,Good,7
NGE,The King of Fighters Extreme,Good,7
NGE,Asphalt: Urban GT,Good,7
XBOX,World Championship Poker,Fair,6
PS2,World Soccer Winning Eleven 8 International,Superb,9
PC,Alexander,Mediocre,5
GBA,Texas Hold 'Em Poker,Mediocre,5
MOBI,Fruit Factory,Mediocre,5
XBOX,Worms 3D,Good,7
MOBI,Xevious,Good,7
PC,The Sims 2 University,Good,7
XBOX,Red Ninja: End of Honor,Mediocre,5
PC,Pariah,Fair,6
XBOX,Spikeout: Battle Street,Mediocre,5
PS2,Rise of the Kasai,Fair,6
GBA,Mario Party Advance,Fair,6
PS2,Shining Tears,Fair,6
XBOX,Dragon Ball Z: Sagas,Bad,3
PS2,MLB 2006,Great,8
PS2,Dynasty Warriors 5,Fair,6
MOBI,NBA All-Star 3-Point Shootout,Good,7
MOBI,S.W.A.T. the Movie: 3D Game,Fair,6
MOBI,The Incredibles 3D,Good,7
MOBI,Super Bomberman,Good,7
MOBI,Kentucky Derby Championship Racing,Good,7
PC,Supreme Ruler 2010,Good,7
PC,Stolen,Mediocre,5
